rn1qkbnr/ppp2pp1/4p2p/3p4/3P4/3BPN2/PPP2PPP/R1BQK2R,b,6,c7c5,49,Qf6,144
rnbqkbnr/pppp1ppp/8/8/3N4/8/PPP1PPPP/RNBQKB1R,b,3,d7d5,3,Nc6,66
r1bqkbnr/pppp1ppp/2n5/8/3N4/8/PPP1PPPP/RNBQKB1R,w,4,d4c6,66,Nxc6,63
r1bqkbnr/pppp1ppp/2N5/8/8/8/PPP1PPPP/RNBQKB1R,b,4,b7c6,63,bxc6,73
r1bqkbnr/p1pp1ppp/2p5/8/8/8/PPP1PPPP/RNBQKB1R,w,5,g2g3,73,Nc3,18
r1bqkbnr/p1pp1ppp/2p5/8/8/2N5/PPP1PPPP/R1BQKB1R,b,5,g8f6,18,Nf6,20
r1bqkb1r/p1pp1ppp/2p2n2/8/8/2N5/PPP1PPPP/R1BQKB1R,w,6,g2g3,20,e3,-59
r1bqkb1r/p1pp1ppp/2p2n2/8/8/2N1P3/PPP2PPP/R1BQKB1R,b,6,d7d5,-59,Bc5,30
r1bqkbnr/pppp1ppp/2n5/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR,b,3,g7g6,-31,g6,-26
r1bqkbnr/pppp1p1p/2n3p1/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR,w,4,h5f3,-26,Qf3,-46
r1bqkbnr/pppp1p1p/2n3p1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR,b,4,g8f6,-46,Nf6,-38
r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR,w,5,g1e2,-38,d3,-125
r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1Q2/PPP2PPP/RNB1K1NR,b,5,c6d4,-125,Nd4,-119
r1bqkb1r/pppp1p1p/5np1/4p3/2BnP3/3P1Q2/PPP2PPP/RNB1K1NR,w,6,f3d1,-119,Qd1,-113
r1bqkb1r/pppp1p1p/5np1/4p3/2BnP3/3P4/PPP2PPP/RNBQK1NR,b,6,d7d5,-113,Bb4+,138
rnbqkbnr/pp1p1ppp/2p5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R,b,3,g8f6,125,exd4,142
rnbqkbnr/pp1p1ppp/2p5/8/3pP3/5N2/PPP2PPP/RNBQKB1R,w,4,d1d4,142,Qxd4,129
rnbqkbnr/pp1p1ppp/2p5/8/3QP3/5N2/PPP2PPP/RNB1KB1R,b,4,d7d6,129,d6,142
rnbqkbnr/pp3ppp/2pp4/8/3QP3/5N2/PPP2PPP/RNB1KB1R,w,5,c1f4,142,Bd3,58
rnbqkbnr/pp3ppp/2pp4/8/3QP3/3B1N2/PPP2PPP/RNB1K2R,b,5,b8d7,58,Na6,150
r1bqkbnr/pp3ppp/n1pp4/8/3QP3/3B1N2/PPP2PPP/RNB1K2R,w,6,d3a6,150,Bxa6,152
r1bqkbnr/pp3ppp/B1pp4/8/3QP3/5N2/PPP2PPP/RNB1K2R,b,6,d8a5,152,bxa6,246
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,b,3,c7c5,-1,Nc6,48
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,w,4,e2e3,48,e3,33
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,b,4,f6h5,33,Bf5,87
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R,w,5,f1b5,87,Bd3,33
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/3BPN2/PPP2PPP/RN1QK2R,b,5,f5d3,33,e6,37
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P1B2/3BPN2/PPP2PPP/RN1QK2R,w,6,d3f5,37,Bxf5,17
r2qkb1r/ppp2ppp/2n1pn2/3p1B2/3P1B2/4PN2/PPP2PPP/RN1QK2R,b,6,e6f5,17,exf5,21
rnbqkbnr/pp1p1ppp/2p5/4N3/4P3/8/PPPP1PPP/RNBQKB1R,b,3,g8f6,128,d5,211
rnbqkbnr/pp3ppp/2p5/3pN3/4P3/8/PPPP1PPP/RNBQKB1R,w,4,e4d5,211,d4,184
rnbqkbnr/pp3ppp/2p5/3pN3/3PP3/8/PPP2PPP/RNBQKB1R,b,4,f8d6,184,Nf6,210
rnbqkb1r/pp3ppp/2p2n2/3pN3/3PP3/8/PPP2PPP/RNBQKB1R,w,5,e4d5,210,c4,-49
rnbqkb1r/pp3ppp/2p2n2/3pN3/2PPP3/8/PP3PPP/RNBQKB1R,b,5,f8b4,-49,dxe4,65
rnbqkb1r/pp3ppp/2p2n2/4N3/2PPp3/8/PP3PPP/RNBQKB1R,w,6,b1c3,65,Bg5,-37
rnbqkb1r/pp3ppp/2p2n2/4N1B1/2PPp3/8/PP3PPP/RN1QKB1R,b,6,h7h6,-37,Be7,32
rnbqkbnr/ppp2ppp/8/3pP3/8/5N2/PPP1PPPP/RNBQKB1R,b,3,g8e7,136,Bc5,162
rnbqk1nr/ppp2ppp/8/2bpP3/8/5N2/PPP1PPPP/RNBQKB1R,w,4,a2a3,162,Bf4,139
rnbqk1nr/ppp2ppp/8/2bpP3/5B2/5N2/PPP1PPPP/RN1QKB1R,b,4,g8e7,139,Bg4,213
rn1qk1nr/ppp2ppp/8/2bpP3/5Bb1/5N2/PPP1PPPP/RN1QKB1R,w,5,e2e3,213,e3,193
rn1qk1nr/ppp2ppp/8/2bpP3/5Bb1/4PN2/PPP2PPP/RN1QKB1R,b,5,g8e7,193,h6,247
rn1qk1nr/ppp2pp1/7p/2bpP3/5Bb1/4PN2/PPP2PPP/RN1QKB1R,w,6,c2c4,247,Be2,230
rn1qk1nr/ppp2pp1/7p/2bpP3/5Bb1/4PN2/PPP1BPPP/RN1QK2R,b,6,g8e7,230,Nc6,237
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,b,3,c7c5,5,Bd7,56
rn1qkbnr/pppb1ppp/4p3/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,w,4,e2e3,56,e3,32
rn1qkbnr/pppb1ppp/4p3/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,b,4,g8f6,32,Nc6,94
r2qkbnr/pppb1ppp/2n1p3/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,w,5,c2c4,94,c4,82
r2qkbnr/pppb1ppp/2n1p3/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R,b,5,g8f6,82,dxc4,102
r2qkbnr/pppb1ppp/2n1p3/8/2pP1B2/4PN2/PP3PPP/RN1QKB1R,w,6,f1c4,102,Bxc4,89
r2qkbnr/pppb1ppp/2n1p3/8/2BP1B2/4PN2/PP3PPP/RN1QK2R,b,6,f8d6,89,Bb4+,137
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,b,3,f8e7,38,Nf6,52
rnbqkb1r/ppp2ppp/3p1n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,w,4,e1g1,52,d3,32
rnbqkb1r/ppp2ppp/3p1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R,b,4,f8e7,32,Bd7,129
rn1qkb1r/pppb1ppp/3p1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R,w,5,f3g5,129,h3,39
rn1qkb1r/pppb1ppp/3p1n2/4p3/2B1P3/3P1N1P/PPP2PP1/RNBQK2R,b,5,f8e7,39,b5,59
rn1qkb1r/p1pb1ppp/3p1n2/1p2p3/2B1P3/3P1N1P/PPP2PP1/RNBQK2R,w,6,c4b3,59,Bd5,-51
rn1qkb1r/p1pb1ppp/3p1n2/1p1Bp3/4P3/3P1N1P/PPP2PP1/RNBQK2R,b,6,f6d5,-51,c6,47
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,b,3,c8g4,54,Bf5,52
r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/5N2/PPP1PPPP/RN1QKB1R,w,4,c2c4,52,e3,28
r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R,b,4,e7e6,28,Nf6,87
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R,w,5,f1b5,87,Bd3,33
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/3BPN2/PPP2PPP/RN1QK2R,b,5,f5d3,33,Bxd3,41
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1B2/3bPN2/PPP2PPP/RN1QK2R,w,6,d1d3,41,Qxd3,44
r2qkb1r/ppp1pppp/2n2n2/3p4/3P1B2/3QPN2/PPP2PPP/RN2K2R,b,6,e7e6,44,e6,57
rnbqk1nr/pppp1ppp/3b4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,b,3,c7c5,84,a6,197
rnbqk1nr/1ppp1ppp/p2b4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,w,4,d2d4,197,d4,200
rnbqk1nr/1ppp1ppp/p2b4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R,b,4,e5d4,200,b5,471
rnbqk1nr/2pp1ppp/p2b4/1p2p3/2BPP3/5N2/PPP2PPP/RNBQK2R,w,5,c4f7,471,Bd5,299
rnbqk1nr/2pp1ppp/p2b4/1p1Bp3/3PP3/5N2/PPP2PPP/RNBQK2R,b,5,c7c6,299,c6,301
rnbqk1nr/3p1ppp/p1pb4/1p1Bp3/3PP3/5N2/PPP2PPP/RNBQK2R,w,6,d5b3,301,Bxf7+,8
rnbqk1nr/3p1Bpp/p1pb4/1p2p3/3PP3/5N2/PPP2PPP/RNBQK2R,b,6,e8f7,8,Kxf7,28
rnbqkb1r/ppp1pppp/3p1n2/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R,b,3,h7h6,16,h6,24
rnbqkb1r/ppp1ppp1/3p1n1p/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R,w,4,g5f6,24,Bxf6,11
rnbqkb1r/ppp1ppp1/3p1B1p/8/3P4/5N2/PPP1PPPP/RN1QKB1R,b,4,e7f6,11,exf6,16
rnbqkb1r/ppp2pp1/3p1p1p/8/3P4/5N2/PPP1PPPP/RN1QKB1R,w,5,c2c4,16,e3,9
rnbqkb1r/ppp2pp1/3p1p1p/8/3P4/4PN2/PPP2PPP/RN1QKB1R,b,5,f6f5,9,Nc6,59
r1bqkb1r/ppp2pp1/2np1p1p/8/3P4/4PN2/PPP2PPP/RN1QKB1R,w,6,c2c4,59,Bb5,20
r1bqkb1r/ppp2pp1/2np1p1p/1B6/3P4/4PN2/PPP2PPP/RN1QK2R,b,6,a7a6,20,a6,37
rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,b,3,d7d5,17,Qe7,134
rnb1kbnr/pp1pqppp/2p5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,w,4,d2d4,134,O-O,107
rnb1kbnr/pp1pqppp/2p5/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1,b,4,d7d6,107,Nf6,104
rnb1kb1r/pp1pqppp/2p2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1,w,5,d2d4,104,Re1,82
rnb1kb1r/pp1pqppp/2p2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQR1K1,b,5,d7d6,82,Na6,222
r1b1kb1r/pp1pqppp/n1p2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQR1K1,w,6,c4a6,222,d4,209
r1b1kb1r/pp1pqppp/n1p2n2/4p3/2BPP3/5N2/PPP2PPP/RNBQR1K1,b,6,d7d6,209,c5,912
rnbqk1nr/ppppbppp/4p3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R,b,3,g8f6,41,d6,84
rnbqk1nr/ppp1bppp/3pp3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R,w,4,e2e4,84,Nc3,64
rnbqk1nr/ppp1bppp/3pp3/8/3P1B2/2N2N2/PPP1PPPP/R2QKB1R,b,4,g8f6,64,c6,94
rnbqk1nr/pp2bppp/2ppp3/8/3P1B2/2N2N2/PPP1PPPP/R2QKB1R,w,5,e2e4,94,e4,86
rnbqk1nr/pp2bppp/2ppp3/8/3PPB2/2N2N2/PPP2PPP/R2QKB1R,b,5,g8f6,86,b5,157
rnbqk1nr/p3bppp/2ppp3/1p6/3PPB2/2N2N2/PPP2PPP/R2QKB1R,w,6,e4e5,157,b4,41
rnbqk1nr/p3bppp/2ppp3/1p6/1P1PPB2/2N2N2/P1P2PPP/R2QKB1R,b,6,a7a5,41,Nd7,80
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R,b,3,d7d6,66,d6,63
rnbqkbnr/pp3ppp/2pp4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R,w,4,d2d4,63,Bc4,75
rnbqkbnr/pp3ppp/2pp4/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R,b,4,b8d7,75,Nf6,92
rnbqkb1r/pp3ppp/2pp1n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R,w,5,d2d4,92,d3,4
